trigram,count,codepoints,unicode_names
ဴ။န,1,U+1034 U+104B U+1014,MYANMAR VOWEL SIGN MON O | MYANMAR SIGN SECTION | MYANMAR LETTER NA
းဒံ,1,U+1038 U+1012 U+1036,MYANMAR SIGN VISARGA | MYANMAR LETTER DA | MYANMAR SIGN ANUSVARA
ဒံၚ,1,U+1012 U+1036 U+105A,MYANMAR LETTER DA | MYANMAR SIGN ANUSVARA | MYANMAR LETTER MON NGA
်လံ,1,U+103A U+101C U+1036,MYANMAR SIGN ASAT | MYANMAR LETTER LA | MYANMAR SIGN ANUSVARA
မူပ,1,U+1019 U+1030 U+1015,MYANMAR LETTER MA | MYANMAR VOWEL SIGN UU | MYANMAR LETTER PA
ူပၠ,1,U+1030 U+1015 U+1060,MYANMAR VOWEL SIGN UU | MYANMAR LETTER PA | MYANMAR CONSONANT SIGN MON MEDIAL LA
ာထု,1,U+102C U+1011 U+102F,MYANMAR VOWEL SIGN AA | MYANMAR LETTER THA | MYANMAR VOWEL SIGN U
းသီ,1,U+1038 U+101E U+102E,MYANMAR SIGN VISARGA | MYANMAR LETTER SA | MYANMAR VOWEL SIGN II
းနဲ,1,U+1038 U+1014 U+1032,MYANMAR SIGN VISARGA | MYANMAR LETTER NA | MYANMAR VOWEL SIGN AI
ဲ့စ,1,U+1032 U+1037 U+1005,MYANMAR VOWEL SIGN AI | MYANMAR SIGN DOT BELOW | MYANMAR LETTER CA
့စပ,1,U+1037 U+1005 U+1015,MYANMAR SIGN DOT BELOW | MYANMAR LETTER CA | MYANMAR LETTER PA
စပျ,1,U+1005 U+1015 U+103B,MYANMAR LETTER CA | MYANMAR LETTER PA | MYANMAR CONSONANT SIGN MEDIAL YA
ပျစ,1,U+1015 U+103B U+1005,MYANMAR LETTER PA | MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR LETTER CA
ျစ်,1,U+103B U+1005 U+103A,MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR LETTER CA | MYANMAR SIGN ASAT
စ်သ,1,U+1005 U+103A U+101E,MYANMAR LETTER CA | MYANMAR SIGN ASAT | MYANMAR LETTER SA
ီးက,1,U+102E U+1038 U+1000,MYANMAR VOWEL SIGN II | MYANMAR SIGN VISARGA | MYANMAR LETTER KA
းကိ,1,U+1038 U+1000 U+102D,MYANMAR SIGN VISARGA | MYANMAR LETTER KA | MYANMAR VOWEL SIGN I
ုဘယ,1,U+102F U+1018 U+101A,MYANMAR VOWEL SIGN U | MYANMAR LETTER BHA | MYANMAR LETTER YA
ဘယ်,1,U+1018 U+101A U+103A,MYANMAR LETTER BHA | MYANMAR LETTER YA | MYANMAR SIGN ASAT
ုခေ,1,U+102F U+1001 U+1031,MYANMAR VOWEL SIGN U | MYANMAR LETTER KHA | MYANMAR VOWEL SIGN E
ေါ်,1,U+1031 U+102B U+103A,MYANMAR VOWEL SIGN E | MYANMAR VOWEL SIGN TALL AA | MYANMAR SIGN ASAT
်လဲ,1,U+103A U+101C U+1032,MYANMAR SIGN ASAT | MYANMAR LETTER LA | MYANMAR VOWEL SIGN AI
လဲဟ,1,U+101C U+1032 U+101F,MYANMAR LETTER LA | MYANMAR VOWEL SIGN AI | MYANMAR LETTER HA
ဲဟၚ,1,U+1032 U+101F U+105A,MYANMAR VOWEL SIGN AI | MYANMAR LETTER HA | MYANMAR LETTER MON NGA
ရဲပ,1,U+101B U+1032 U+1015,MYANMAR LETTER RA | MYANMAR VOWEL SIGN AI | MYANMAR LETTER PA
တဲသ,1,U+1010 U+1032 U+101E,MYANMAR LETTER TA | MYANMAR VOWEL SIGN AI | MYANMAR LETTER SA
ုဂမ,1,U+102F U+1002 U+1019,MYANMAR VOWEL SIGN U | MYANMAR LETTER GA | MYANMAR LETTER MA
ူဂမ,1,U+1030 U+1002 U+1019,MYANMAR VOWEL SIGN UU | MYANMAR LETTER GA | MYANMAR LETTER MA
ရေဆ,1,U+101B U+1031 U+1006,MYANMAR LETTER RA | MYANMAR VOWEL SIGN E | MYANMAR LETTER CHA
ေဆ်,1,U+1031 U+1006 U+103A,MYANMAR VOWEL SIGN E | MYANMAR LETTER CHA | MYANMAR SIGN ASAT
ဆ်ဆ,1,U+1006 U+103A U+1006,MYANMAR LETTER CHA | MYANMAR SIGN ASAT | MYANMAR LETTER CHA
္ဗလ,1,U+1039 U+1017 U+101C,MYANMAR SIGN VIRAMA | MYANMAR LETTER BA | MYANMAR LETTER LA
ဗလၟ,1,U+1017 U+101C U+105F,MYANMAR LETTER BA | MYANMAR LETTER LA | MYANMAR CONSONANT SIGN MON MEDIAL MA
ၜါအ,1,U+105C U+102B U+1021,MYANMAR LETTER MON BBA | MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER A
ါအဏ,1,U+102B U+1021 U+100F,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER A | MYANMAR LETTER NNA
အဏံ,1,U+1021 U+100F U+1036,MYANMAR LETTER A | MYANMAR LETTER NNA | MYANMAR SIGN ANUSVARA
စဂမ,1,U+1005 U+1002 U+1019,MYANMAR LETTER CA | MYANMAR LETTER GA | MYANMAR LETTER MA
ဲါစ,1,U+1032 U+102B U+1005,MYANMAR VOWEL SIGN AI | MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER CA
ါစု,1,U+102B U+1005 U+102F,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER CA | MYANMAR VOWEL SIGN U
ဂဝ်,1,U+1002 U+101D U+103A,MYANMAR LETTER GA | MYANMAR LETTER WA | MYANMAR SIGN ASAT
ီလက,1,U+102E U+101C U+1000,MYANMAR VOWEL SIGN II | MYANMAR LETTER LA | MYANMAR LETTER KA
ယဲသ,1,U+101A U+1032 U+101E,MYANMAR LETTER YA | MYANMAR VOWEL SIGN AI | MYANMAR LETTER SA
တဲဒ,1,U+1010 U+1032 U+1012,MYANMAR LETTER TA | MYANMAR VOWEL SIGN AI | MYANMAR LETTER DA
်မက,1,U+103A U+1019 U+1000,MYANMAR SIGN ASAT | MYANMAR LETTER MA | MYANMAR LETTER KA
ၜးဖ,1,U+105C U+1038 U+1016,MYANMAR LETTER MON BBA | MYANMAR SIGN VISARGA | MYANMAR LETTER PHA
းဖိ,1,U+1038 U+1016 U+102D,MYANMAR SIGN VISARGA | MYANMAR LETTER PHA | MYANMAR VOWEL SIGN I
လ်သ,1,U+101C U+103A U+101E,MYANMAR LETTER LA | MYANMAR SIGN ASAT | MYANMAR LETTER SA
ူရိ,1,U+1030 U+101B U+102D,MYANMAR VOWEL SIGN UU | MYANMAR LETTER RA | MYANMAR VOWEL SIGN I
ဟီီ,1,U+101F U+102E U+102E,MYANMAR LETTER HA | MYANMAR VOWEL SIGN II | MYANMAR VOWEL SIGN II
ီီု,1,U+102E U+102E U+102F,MYANMAR VOWEL SIGN II | MYANMAR VOWEL SIGN II | MYANMAR VOWEL SIGN U
ုဂ်,1,U+102F U+1002 U+103A,MYANMAR VOWEL SIGN U | MYANMAR LETTER GA | MYANMAR SIGN ASAT
်ှလ,1,U+103A U+103E U+101C,MYANMAR SIGN ASAT | MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR LETTER LA
ှလိ,1,U+103E U+101C U+102D,MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR LETTER LA | MYANMAR VOWEL SIGN I
လဵီ,1,U+101C U+1035 U+102E,MYANMAR LETTER LA | MYANMAR VOWEL SIGN E ABOVE | MYANMAR VOWEL SIGN II
ဵီရ,1,U+1035 U+102E U+101B,MYANMAR VOWEL SIGN E ABOVE | MYANMAR VOWEL SIGN II | MYANMAR LETTER RA
ခူဟ,1,U+1001 U+1030 U+101F,MYANMAR LETTER KHA | MYANMAR VOWEL SIGN UU | MYANMAR LETTER HA
ူဟာ,1,U+1030 U+101F U+102C,MYANMAR VOWEL SIGN UU | MYANMAR LETTER HA | MYANMAR VOWEL SIGN AA
စာဆ,1,U+1005 U+102C U+1006,MYANMAR LETTER CA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER CHA
ာဆက,1,U+102C U+1006 U+1000,MYANMAR VOWEL SIGN AA | MYANMAR LETTER CHA | MYANMAR LETTER KA
ဝဲရ,1,U+101D U+1032 U+101B,MYANMAR LETTER WA | MYANMAR VOWEL SIGN AI | MYANMAR LETTER RA
ဲရိ,1,U+1032 U+101B U+102D,MYANMAR VOWEL SIGN AI | MYANMAR LETTER RA | MYANMAR VOWEL SIGN I
ရိတ,1,U+101B U+102D U+1010,MYANMAR LETTER RA | MYANMAR VOWEL SIGN I | MYANMAR LETTER TA
းဆဝ,1,U+1038 U+1006 U+101D,MYANMAR SIGN VISARGA | MYANMAR LETTER CHA | MYANMAR LETTER WA
နိမ,1,U+1014 U+102D U+1019,MYANMAR LETTER NA | MYANMAR VOWEL SIGN I | MYANMAR LETTER MA
ိမပ,1,U+102D U+1019 U+1015,MYANMAR VOWEL SIGN I | MYANMAR LETTER MA | MYANMAR LETTER PA
ဖျပ,1,U+1016 U+103B U+1015,MYANMAR LETTER PHA | MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR LETTER PA
်တး,1,U+103A U+1010 U+1038,MYANMAR SIGN ASAT | MYANMAR LETTER TA | MYANMAR SIGN VISARGA
ာယည,1,U+102C U+101A U+100A,MYANMAR VOWEL SIGN AA | MYANMAR LETTER YA | MYANMAR LETTER NNYA
ယညိ,1,U+101A U+100A U+102D,MYANMAR LETTER YA | MYANMAR LETTER NNYA | MYANMAR VOWEL SIGN I
ဗုမ,1,U+1017 U+102F U+1019,MYANMAR LETTER BA | MYANMAR VOWEL SIGN U | MYANMAR LETTER MA
ုမု,1,U+102F U+1019 U+102F,MYANMAR VOWEL SIGN U | MYANMAR LETTER MA | MYANMAR VOWEL SIGN U
သာဲ,1,U+101E U+102C U+1032,MYANMAR LETTER SA | MYANMAR VOWEL SIGN AA | MYANMAR VOWEL SIGN AI
္ပည,1,U+1039 U+1015 U+100A,MYANMAR SIGN VIRAMA | MYANMAR LETTER PA | MYANMAR LETTER NNYA
ပညံ,1,U+1015 U+100A U+1036,MYANMAR LETTER PA | MYANMAR LETTER NNYA | MYANMAR SIGN ANUSVARA
ုတမ,1,U+102F U+1010 U+1019,MYANMAR VOWEL SIGN U | MYANMAR LETTER TA | MYANMAR LETTER MA
ူကမ,1,U+1030 U+1000 U+1019,MYANMAR VOWEL SIGN UU | MYANMAR LETTER KA | MYANMAR LETTER MA
ူတၞ,1,U+1030 U+1010 U+105E,MYANMAR VOWEL SIGN UU | MYANMAR LETTER TA | MYANMAR CONSONANT SIGN MON MEDIAL NA
ေသှ,1,U+1031 U+101E U+103E,MYANMAR VOWEL SIGN E | MYANMAR LETTER SA | MYANMAR CONSONANT SIGN MEDIAL HA
ေရဴ,1,U+1031 U+101B U+1034,MYANMAR VOWEL SIGN E | MYANMAR LETTER RA | MYANMAR VOWEL SIGN MON O
ရဴဂ,1,U+101B U+1034 U+1002,MYANMAR LETTER RA | MYANMAR VOWEL SIGN MON O | MYANMAR LETTER GA
ဴဂဴ,1,U+1034 U+1002 U+1034,MYANMAR VOWEL SIGN MON O | MYANMAR LETTER GA | MYANMAR VOWEL SIGN MON O
ဂဴသ,1,U+1002 U+1034 U+101E,MYANMAR LETTER GA | MYANMAR VOWEL SIGN MON O | MYANMAR LETTER SA
္ပပ,1,U+1039 U+1015 U+1015,MYANMAR SIGN VIRAMA | MYANMAR LETTER PA | MYANMAR LETTER PA
ပပူ,1,U+1015 U+1015 U+1030,MYANMAR LETTER PA | MYANMAR LETTER PA | MYANMAR VOWEL SIGN UU
ပူဇ,1,U+1015 U+1030 U+1007,MYANMAR LETTER PA | MYANMAR VOWEL SIGN UU | MYANMAR LETTER JA
ူဇဲ,1,U+1030 U+1007 U+1032,MYANMAR VOWEL SIGN UU | MYANMAR LETTER JA | MYANMAR VOWEL SIGN AI
ဇဲည,1,U+1007 U+1032 U+100A,MYANMAR LETTER JA | MYANMAR VOWEL SIGN AI | MYANMAR LETTER NNYA
ူသၚ,1,U+1030 U+101E U+105A,MYANMAR VOWEL SIGN UU | MYANMAR LETTER SA | MYANMAR LETTER MON NGA
းဒက,1,U+1038 U+1012 U+1000,MYANMAR SIGN VISARGA | MYANMAR LETTER DA | MYANMAR LETTER KA
ဂးဠ,1,U+1002 U+1038 U+1020,MYANMAR LETTER GA | MYANMAR SIGN VISARGA | MYANMAR LETTER LLA
းဠဒ,1,U+1038 U+1020 U+1012,MYANMAR SIGN VISARGA | MYANMAR LETTER LLA | MYANMAR LETTER DA
ဠဒး,1,U+1020 U+1012 U+1038,MYANMAR LETTER LLA | MYANMAR LETTER DA | MYANMAR SIGN VISARGA
ူမပ,1,U+1030 U+1019 U+1015,MYANMAR VOWEL SIGN UU | MYANMAR LETTER MA | MYANMAR LETTER PA
ဂးဓ,1,U+1002 U+1038 U+1013,MYANMAR LETTER GA | MYANMAR SIGN VISARGA | MYANMAR LETTER DHA
းဓဝ,1,U+1038 U+1013 U+101D,MYANMAR SIGN VISARGA | MYANMAR LETTER DHA | MYANMAR LETTER WA
ညဳအ,1,U+100A U+1033 U+1021,MYANMAR LETTER NNYA | MYANMAR VOWEL SIGN MON II | MYANMAR LETTER A
ဳအလ,1,U+1033 U+1021 U+101C,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER A | MYANMAR LETTER LA
။စပ,1,U+104B U+1005 U+1015,MYANMAR SIGN SECTION | MYANMAR LETTER CA | MYANMAR LETTER PA
္စလ,1,U+1039 U+1005 U+101C,MYANMAR SIGN VIRAMA | MYANMAR LETTER CA | MYANMAR LETTER LA
စလ္,1,U+1005 U+101C U+1039,MYANMAR LETTER CA | MYANMAR LETTER LA | MYANMAR SIGN VIRAMA
ရနဲ,1,U+101B U+1014 U+1032,MYANMAR LETTER RA | MYANMAR LETTER NA | MYANMAR VOWEL SIGN AI
သာည,1,U+101E U+102C U+100A,MYANMAR LETTER SA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER NNYA
ဲညံ,1,U+1032 U+100A U+1036,MYANMAR VOWEL SIGN AI | MYANMAR LETTER NNYA | MYANMAR SIGN ANUSVARA
အယျ,1,U+1021 U+101A U+103B,MYANMAR LETTER A | MYANMAR LETTER YA | MYANMAR CONSONANT SIGN MEDIAL YA
ယျာ,1,U+101A U+103B U+102C,MYANMAR LETTER YA | MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR VOWEL SIGN AA
ဓဝါ,1,U+1013 U+101D U+102B,MYANMAR LETTER DHA | MYANMAR LETTER WA | MYANMAR VOWEL SIGN TALL AA
းကအ,1,U+1038 U+1000 U+1021,MYANMAR SIGN VISARGA | MYANMAR LETTER KA | MYANMAR LETTER A
နဲခ,1,U+1014 U+1032 U+1001,MYANMAR LETTER NA | MYANMAR VOWEL SIGN AI | MYANMAR LETTER KHA
ဲအဘ,1,U+1032 U+1021 U+1018,MYANMAR VOWEL SIGN AI | MYANMAR LETTER A | MYANMAR LETTER BHA
နပ္,1,U+1014 U+1015 U+1039,MYANMAR LETTER NA | MYANMAR LETTER PA | MYANMAR SIGN VIRAMA
ပဒဳ,1,U+1015 U+1012 U+1033,MYANMAR LETTER PA | MYANMAR LETTER DA | MYANMAR VOWEL SIGN MON II
ဒဳပ,1,U+1012 U+1033 U+1015,MYANMAR LETTER DA | MYANMAR VOWEL SIGN MON II | MYANMAR LETTER PA
ာအဇ,1,U+102C U+1021 U+1007,MYANMAR VOWEL SIGN AA | MYANMAR LETTER A | MYANMAR LETTER JA
အဇ္,1,U+1021 U+1007 U+1039,MYANMAR LETTER A | MYANMAR LETTER JA | MYANMAR SIGN VIRAMA
္ဇက,1,U+1039 U+1007 U+1000,MYANMAR SIGN VIRAMA | MYANMAR LETTER JA | MYANMAR LETTER KA
ဇကျ,1,U+1007 U+1000 U+103B,MYANMAR LETTER JA | MYANMAR LETTER KA | MYANMAR CONSONANT SIGN MEDIAL YA
ညရဋ,1,U+100A U+101B U+100B,MYANMAR LETTER NNYA | MYANMAR LETTER RA | MYANMAR LETTER TTA
ရဋ္,1,U+101B U+100B U+1039,MYANMAR LETTER RA | MYANMAR LETTER TTA | MYANMAR SIGN VIRAMA
္ဌအ,1,U+1039 U+100C U+1021,MYANMAR SIGN VIRAMA | MYANMAR LETTER TTHA | MYANMAR LETTER A
ဌအစ,1,U+100C U+1021 U+1005,MYANMAR LETTER TTHA | MYANMAR LETTER A | MYANMAR LETTER CA
ဲဘယ,1,U+1032 U+1018 U+101A,MYANMAR VOWEL SIGN AI | MYANMAR LETTER BHA | MYANMAR LETTER YA
ဘယှ,1,U+1018 U+101A U+103E,MYANMAR LETTER BHA | MYANMAR LETTER YA | MYANMAR CONSONANT SIGN MEDIAL HA
လိမ,1,U+101C U+102D U+1019,MYANMAR LETTER LA | MYANMAR VOWEL SIGN I | MYANMAR LETTER MA
ိမအ,1,U+102D U+1019 U+1021,MYANMAR VOWEL SIGN I | MYANMAR LETTER MA | MYANMAR LETTER A
ံသ်,1,U+1036 U+101E U+103A,MYANMAR SIGN ANUSVARA | MYANMAR LETTER SA | MYANMAR SIGN ASAT
သ်ှ,1,U+101E U+103A U+103E,MYANMAR LETTER SA | MYANMAR SIGN ASAT | MYANMAR CONSONANT SIGN MEDIAL HA
သ္မ,1,U+101E U+1039 U+1019,MYANMAR LETTER SA | MYANMAR SIGN VIRAMA | MYANMAR LETTER MA
္မေ,1,U+1039 U+1019 U+1031,MYANMAR SIGN VIRAMA | MYANMAR LETTER MA | MYANMAR VOWEL SIGN E
မေဟ,1,U+1019 U+1031 U+101F,MYANMAR LETTER MA | MYANMAR VOWEL SIGN E | MYANMAR LETTER HA
ုအက,1,U+102F U+1021 U+1000,MYANMAR VOWEL SIGN U | MYANMAR LETTER A | MYANMAR LETTER KA
ခရာ,1,U+1001 U+101B U+102C,MYANMAR LETTER KHA | MYANMAR LETTER RA | MYANMAR VOWEL SIGN AA
ရာဗ,1,U+101B U+102C U+1017,MYANMAR LETTER RA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER BA
ာဗေ,1,U+102C U+1017 U+1031,MYANMAR VOWEL SIGN AA | MYANMAR LETTER BA | MYANMAR VOWEL SIGN E
ေဒတ,1,U+1031 U+1012 U+1010,MYANMAR VOWEL SIGN E | MYANMAR LETTER DA | MYANMAR LETTER TA
ၟေတ,1,U+105F U+1031 U+1010,MYANMAR CONSONANT SIGN MON MEDIAL MA | MYANMAR VOWEL SIGN E | MYANMAR LETTER TA
ဏ်န,1,U+100F U+103A U+1014,MYANMAR LETTER NNA | MYANMAR SIGN ASAT | MYANMAR LETTER NA
ာဏဝ,1,U+102C U+100F U+101D,MYANMAR VOWEL SIGN AA | MYANMAR LETTER NNA | MYANMAR LETTER WA
ဏဝံ,1,U+100F U+101D U+1036,MYANMAR LETTER NNA | MYANMAR LETTER WA | MYANMAR SIGN ANUSVARA
။မ္,1,U+104B U+1019 U+1039,MYANMAR SIGN SECTION | MYANMAR LETTER MA | MYANMAR SIGN VIRAMA
၊ပွ,1,U+104A U+1015 U+103D,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER PA | MYANMAR CONSONANT SIGN MEDIAL WA
ပွရ,1,U+1015 U+103D U+101B,MYANMAR LETTER PA | MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR LETTER RA
ွရပ,1,U+103D U+101B U+1015,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR LETTER RA | MYANMAR LETTER PA
ဲမစ,1,U+1032 U+1019 U+1005,MYANMAR VOWEL SIGN AI | MYANMAR LETTER MA | MYANMAR LETTER CA
မစှ,1,U+1019 U+1005 U+103E,MYANMAR LETTER MA | MYANMAR LETTER CA | MYANMAR CONSONANT SIGN MEDIAL HA
ေသၞ,1,U+1031 U+101E U+105E,MYANMAR VOWEL SIGN E | MYANMAR LETTER SA | MYANMAR CONSONANT SIGN MON MEDIAL NA
ိရက,1,U+102D U+101B U+1000,MYANMAR VOWEL SIGN I | MYANMAR LETTER RA | MYANMAR LETTER KA
ဴ။ဗ,1,U+1034 U+104B U+1017,MYANMAR VOWEL SIGN MON O | MYANMAR SIGN SECTION | MYANMAR LETTER BA
်ဒဒ,1,U+103A U+1012 U+1012,MYANMAR SIGN ASAT | MYANMAR LETTER DA | MYANMAR LETTER DA
ဏံဗ,1,U+100F U+1036 U+1017,MYANMAR LETTER NNA | MYANMAR SIGN ANUSVARA | MYANMAR LETTER BA
ဴပိ,1,U+1034 U+1015 U+102D,MYANMAR VOWEL SIGN MON O | MYANMAR LETTER PA | MYANMAR VOWEL SIGN I
းတအ,1,U+1038 U+1010 U+1021,MYANMAR SIGN VISARGA | MYANMAR LETTER TA | MYANMAR LETTER A
တူဟ,1,U+1010 U+1030 U+101F,MYANMAR LETTER TA | MYANMAR VOWEL SIGN UU | MYANMAR LETTER HA
ူဟေ,1,U+1030 U+101F U+1031,MYANMAR VOWEL SIGN UU | MYANMAR LETTER HA | MYANMAR VOWEL SIGN E
်စလ,1,U+103A U+1005 U+101C,MYANMAR SIGN ASAT | MYANMAR LETTER CA | MYANMAR LETTER LA
စလဝ,1,U+1005 U+101C U+101D,MYANMAR LETTER CA | MYANMAR LETTER LA | MYANMAR LETTER WA
မအက,1,U+1019 U+1021 U+1000,MYANMAR LETTER MA | MYANMAR LETTER A | MYANMAR LETTER KA
ရ်ရ,1,U+101B U+103A U+101B,MYANMAR LETTER RA | MYANMAR SIGN ASAT | MYANMAR LETTER RA
ရ။ဥ,1,U+101B U+104B U+1025,MYANMAR LETTER RA | MYANMAR SIGN SECTION | MYANMAR LETTER U
။ဥပ,1,U+104B U+1025 U+1015,MYANMAR SIGN SECTION | MYANMAR LETTER U | MYANMAR LETTER PA
မာလ,1,U+1019 U+102C U+101C,MYANMAR LETTER MA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER LA
အ်ဝ,1,U+1021 U+103A U+101D,MYANMAR LETTER A | MYANMAR SIGN ASAT | MYANMAR LETTER WA
အခါ,1,U+1021 U+1001 U+102B,MYANMAR LETTER A | MYANMAR LETTER KHA | MYANMAR VOWEL SIGN TALL AA
ခါပ,1,U+1001 U+102B U+1015,MYANMAR LETTER KHA | MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER PA
ဲစတ,1,U+1032 U+1005 U+1010,MYANMAR VOWEL SIGN AI | MYANMAR LETTER CA | MYANMAR LETTER TA
စတၚ,1,U+1005 U+1010 U+105A,MYANMAR LETTER CA | MYANMAR LETTER TA | MYANMAR LETTER MON NGA
အ်ခ,1,U+1021 U+103A U+1001,MYANMAR LETTER A | MYANMAR SIGN ASAT | MYANMAR LETTER KHA
ၞံတ,1,U+105E U+1036 U+1010,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR SIGN ANUSVARA | MYANMAR LETTER TA
မတိ,1,U+1019 U+1010 U+102D,MYANMAR LETTER MA | MYANMAR LETTER TA | MYANMAR VOWEL SIGN I
်ခု,1,U+103A U+1001 U+102F,MYANMAR SIGN ASAT | MYANMAR LETTER KHA | MYANMAR VOWEL SIGN U
ရအဲ,1,U+101B U+1021 U+1032,MYANMAR LETTER RA | MYANMAR LETTER A | MYANMAR VOWEL SIGN AI
ံညာ,1,U+1036 U+100A U+102C,MYANMAR SIGN ANUSVARA | MYANMAR LETTER NNYA | MYANMAR VOWEL SIGN AA
။ဒၟ,1,U+104B U+1012 U+105F,MYANMAR SIGN SECTION | MYANMAR LETTER DA | MYANMAR CONSONANT SIGN MON MEDIAL MA
ံတၞ,1,U+1036 U+1010 U+105E,MYANMAR SIGN ANUSVARA | MYANMAR LETTER TA | MYANMAR CONSONANT SIGN MON MEDIAL NA
ခူရ,1,U+1001 U+1030 U+101B,MYANMAR LETTER KHA | MYANMAR VOWEL SIGN UU | MYANMAR LETTER RA
ူရ။,1,U+1030 U+101B U+104B,MYANMAR VOWEL SIGN UU | MYANMAR LETTER RA | MYANMAR SIGN SECTION
ရပိ,1,U+101B U+1015 U+102D,MYANMAR LETTER RA | MYANMAR LETTER PA | MYANMAR VOWEL SIGN I
ဏံယ,1,U+100F U+1036 U+101A,MYANMAR LETTER NNA | MYANMAR SIGN ANUSVARA | MYANMAR LETTER YA
းခၞ,1,U+1038 U+1001 U+105E,MYANMAR SIGN VISARGA | MYANMAR LETTER KHA | MYANMAR CONSONANT SIGN MON MEDIAL NA
ပွမ,1,U+1015 U+103D U+1019,MYANMAR LETTER PA | MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR LETTER MA
ွမက,1,U+103D U+1019 U+1000,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR LETTER MA | MYANMAR LETTER KA
မက္,1,U+1019 U+1000 U+1039,MYANMAR LETTER MA | MYANMAR LETTER KA | MYANMAR SIGN VIRAMA
ုမလ,1,U+102F U+1019 U+101C,MYANMAR VOWEL SIGN U | MYANMAR LETTER MA | MYANMAR LETTER LA
မလု,1,U+1019 U+101C U+102F,MYANMAR LETTER MA | MYANMAR LETTER LA | MYANMAR VOWEL SIGN U
ဏံဆ,1,U+100F U+1036 U+1006,MYANMAR LETTER NNA | MYANMAR SIGN ANUSVARA | MYANMAR LETTER CHA
ဗ္ၚ,1,U+1017 U+1039 U+105A,MYANMAR LETTER BA | MYANMAR SIGN VIRAMA | MYANMAR LETTER MON NGA
္ၚဟ,1,U+1039 U+105A U+101F,MYANMAR SIGN VIRAMA | MYANMAR LETTER MON NGA | MYANMAR LETTER HA
ၚဟ်,1,U+105A U+101F U+103A,MYANMAR LETTER MON NGA | MYANMAR LETTER HA | MYANMAR SIGN ASAT
။တက,1,U+104B U+1010 U+1000,MYANMAR SIGN SECTION | MYANMAR LETTER TA | MYANMAR LETTER KA
တဴဗ,1,U+1010 U+1034 U+1017,MYANMAR LETTER TA | MYANMAR VOWEL SIGN MON O | MYANMAR LETTER BA
ဴဗွ,1,U+1034 U+1017 U+103D,MYANMAR VOWEL SIGN MON O | MYANMAR LETTER BA | MYANMAR CONSONANT SIGN MEDIAL WA
ဲမအ,1,U+1032 U+1019 U+1021,MYANMAR VOWEL SIGN AI | MYANMAR LETTER MA | MYANMAR LETTER A
မအဲ,1,U+1019 U+1021 U+1032,MYANMAR LETTER MA | MYANMAR LETTER A | MYANMAR VOWEL SIGN AI
ြဲရ,1,U+103C U+1032 U+101B,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR VOWEL SIGN AI | MYANMAR LETTER RA
ိကဂ,1,U+102D U+1000 U+1002,MYANMAR VOWEL SIGN I | MYANMAR LETTER KA | MYANMAR LETTER GA
ကဂမ,1,U+1000 U+1002 U+1019,MYANMAR LETTER KA | MYANMAR LETTER GA | MYANMAR LETTER MA
ကလပ,1,U+1000 U+101C U+1015,MYANMAR LETTER KA | MYANMAR LETTER LA | MYANMAR LETTER PA
ါ်မ,1,U+102B U+103A U+1019,MYANMAR VOWEL SIGN TALL AA | MYANMAR SIGN ASAT | MYANMAR LETTER MA
ါ်ဍ,1,U+102B U+103A U+100D,MYANMAR VOWEL SIGN TALL AA | MYANMAR SIGN ASAT | MYANMAR LETTER DDA
ံသၠ,1,U+1036 U+101E U+1060,MYANMAR SIGN ANUSVARA | MYANMAR LETTER SA | MYANMAR CONSONANT SIGN MON MEDIAL LA
ုၚက,1,U+102F U+105A U+1000,MYANMAR VOWEL SIGN U | MYANMAR LETTER MON NGA | MYANMAR LETTER KA
ၚကရ,1,U+105A U+1000 U+101B,MYANMAR LETTER MON NGA | MYANMAR LETTER KA | MYANMAR LETTER RA
ရဲဍ,1,U+101B U+1032 U+100D,MYANMAR LETTER RA | MYANMAR VOWEL SIGN AI | MYANMAR LETTER DDA
းအဂ,1,U+1038 U+1021 U+1002,MYANMAR SIGN VISARGA | MYANMAR LETTER A | MYANMAR LETTER GA
