bigram,count,codepoints,unicode_names
ำม,29,U+0E33 U+0E21,THAI CHARACTER SARA AM | THAI CHARACTER MO MA
แก,29,U+0E41 U+0E01,THAI CHARACTER SARA AE | THAI CHARACTER KO KAI
ก็,29,U+0E01 U+0E47,THAI CHARACTER KO KAI | THAI CHARACTER MAITAIKHU
ဲ*,29,U+1032 U+002A,MYANMAR VOWEL SIGN AI | ASTERISK
xအ,29,U+0078 U+1021,LATIN SMALL LETTER X | MYANMAR LETTER A
0A,29,U+0030 U+0041,DIGIT ZERO | LATIN CAPITAL LETTER A
်!,29,U+103A U+0021,MYANMAR SIGN ASAT | EXCLAMATION MARK
uH,29,U+0075 U+0048,LATIN SMALL LETTER U | LATIN CAPITAL LETTER H
။ဦ,29,U+104B U+1026,MYANMAR SIGN SECTION | MYANMAR LETTER UU
sā,29,U+0073 U+0101,LATIN SMALL LETTER S | LATIN SMALL LETTER A WITH MACRON
)$,29,U+0029 U+0024,RIGHT PARENTHESIS | DOLLAR SIGN
บั,29,U+0E1A U+0E31,THAI CHARACTER BO BAIMAI | THAI CHARACTER MAI HAN-AKAT
0n,29,U+0030 U+006E,DIGIT ZERO | LATIN SMALL LETTER N
စ:,29,U+1005 U+003A,MYANMAR LETTER CA | COLON
L',29,U+004C U+0027,LATIN CAPITAL LETTER L | APOSTROPHE
ñc,29,U+00F1 U+0063,LATIN SMALL LETTER N WITH TILDE | LATIN SMALL LETTER C
ู้,29,U+0E39 U+0E49,THAI CHARACTER SARA UU | THAI CHARACTER MAI THO
็จ,29,U+0E47 U+0E08,THAI CHARACTER MAITAIKHU | THAI CHARACTER CHO CHAN
O6,29,U+004F U+0036,LATIN CAPITAL LETTER O | DIGIT SIX
så,29,U+0073 U+00E5,LATIN SMALL LETTER S | LATIN SMALL LETTER A WITH RING ABOVE
ာ၌,29,U+102C U+104C,MYANMAR VOWEL SIGN AA | MYANMAR SYMBOL LOCATIVE
−−,28,U+2212 U+2212,MINUS SIGN | MINUS SIGN
เส,28,U+0E40 U+0E2A,THAI CHARACTER SARA E | THAI CHARACTER SO SUA
สี,28,U+0E2A U+0E35,THAI CHARACTER SO SUA | THAI CHARACTER SARA II
&R,28,U+0026 U+0052,AMPERSAND | LATIN CAPITAL LETTER R
ွ်,28,U+103D U+103A,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR SIGN ASAT
vv,28,U+0076 U+0076,LATIN SMALL LETTER V | LATIN SMALL LETTER V
Xe,28,U+0058 U+0065,LATIN CAPITAL LETTER X | LATIN SMALL LETTER E
{C,28,U+007B U+0043,LEFT CURLY BRACKET | LATIN CAPITAL LETTER C
ံ[,28,U+1036 U+005B,MYANMAR SIGN ANUSVARA | LEFT SQUARE BRACKET
![,28,U+0021 U+005B,EXCLAMATION MARK | LEFT SQUARE BRACKET
",z",28,U+002C U+007A,COMMA | LATIN SMALL LETTER Z
.ဃ,28,U+002E U+1003,FULL STOP | MYANMAR LETTER GHA
xd,28,U+0078 U+0064,LATIN SMALL LETTER X | LATIN SMALL LETTER D
အ။,28,U+1021 U+104B,MYANMAR LETTER A | MYANMAR SIGN SECTION
]M,28,U+005D U+004D,RIGHT SQUARE BRACKET | LATIN CAPITAL LETTER M
.&,28,U+002E U+0026,FULL STOP | AMPERSAND
ြဃ,28,U+103C U+1003,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR LETTER GHA
?ဆ,28,U+003F U+1006,QUESTION MARK | MYANMAR LETTER CHA
.ၛ,28,U+002E U+105B,FULL STOP | MYANMAR LETTER MON JHA
y4,28,U+0079 U+0034,LATIN SMALL LETTER Y | DIGIT FOUR
)ဃ,28,U+0029 U+1003,RIGHT PARENTHESIS | MYANMAR LETTER GHA
"D,",28,U+0044 U+002C,LATIN CAPITAL LETTER D | COMMA
သဋ,28,U+101E U+100B,MYANMAR LETTER SA | MYANMAR LETTER TTA
jn,28,U+006A U+006E,LATIN SMALL LETTER J | LATIN SMALL LETTER N
Vu,28,U+0056 U+0075,LATIN CAPITAL LETTER V | LATIN SMALL LETTER U
g',28,U+0067 U+0027,LATIN SMALL LETTER G | APOSTROPHE
éd,28,U+00E9 U+0064,LATIN SMALL LETTER E WITH ACUTE | LATIN SMALL LETTER D
Sv,28,U+0053 U+0076,LATIN CAPITAL LETTER S | LATIN SMALL LETTER V
hတ,28,U+0068 U+1010,LATIN SMALL LETTER H | MYANMAR LETTER TA
s|,28,U+0073 U+007C,LATIN SMALL LETTER S | VERTICAL LINE
၄:,28,U+1044 U+003A,MYANMAR DIGIT FOUR | COLON
UI,28,U+0055 U+0049,LATIN CAPITAL LETTER U | LATIN CAPITAL LETTER I
:c,28,U+003A U+0063,COLON | LATIN SMALL LETTER C
gအ,28,U+0067 U+1021,LATIN SMALL LETTER G | MYANMAR LETTER A
A:,28,U+0041 U+003A,LATIN CAPITAL LETTER A | COLON
ဴN,28,U+1034 U+004E,MYANMAR VOWEL SIGN MON O | LATIN CAPITAL LETTER N
SW,28,U+0053 U+0057,LATIN CAPITAL LETTER S | LATIN CAPITAL LETTER W
ံV,28,U+1036 U+0056,MYANMAR SIGN ANUSVARA | LATIN CAPITAL LETTER V
မႉ,28,U+1019 U+1089,MYANMAR LETTER MA | MYANMAR SIGN SHAN TONE-5
ု႔,28,U+102F U+1094,MYANMAR VOWEL SIGN U | MYANMAR SHAN DIGIT FOUR
WA,28,U+0057 U+0041,LATIN CAPITAL LETTER W | LATIN CAPITAL LETTER A
၊H,28,U+104A U+0048,MYANMAR SIGN LITTLE SECTION | LATIN CAPITAL LETTER H
pA,28,U+0070 U+0041,LATIN SMALL LETTER P | LATIN CAPITAL LETTER A
ဍ),28,U+100D U+0029,MYANMAR LETTER DDA | RIGHT PARENTHESIS
၄ဖ,28,U+1044 U+1016,MYANMAR DIGIT FOUR | MYANMAR LETTER PHA
9p,28,U+0039 U+0070,DIGIT NINE | LATIN SMALL LETTER P
ူC,28,U+1030 U+0043,MYANMAR VOWEL SIGN UU | LATIN CAPITAL LETTER C
းW,28,U+1038 U+0057,MYANMAR SIGN VISARGA | LATIN CAPITAL LETTER W
WP,28,U+0057 U+0050,LATIN CAPITAL LETTER W | LATIN CAPITAL LETTER P
OF,28,U+004F U+0046,LATIN CAPITAL LETTER O | LATIN CAPITAL LETTER F
ဌဝ,28,U+100C U+101D,MYANMAR LETTER TTHA | MYANMAR LETTER WA
Ud,28,U+0055 U+0064,LATIN CAPITAL LETTER U | LATIN SMALL LETTER D
IG,28,U+0049 U+0047,LATIN CAPITAL LETTER I | LATIN CAPITAL LETTER G
၊G,28,U+104A U+0047,MYANMAR SIGN LITTLE SECTION | LATIN CAPITAL LETTER G
*လ,28,U+002A U+101C,ASTERISK | MYANMAR LETTER LA
(X,28,U+0028 U+0058,LEFT PARENTHESIS | LATIN CAPITAL LETTER X
5J,28,U+0035 U+004A,DIGIT FIVE | LATIN CAPITAL LETTER J
Iဏ,28,U+0049 U+100F,LATIN CAPITAL LETTER I | MYANMAR LETTER NNA
WI,28,U+0057 U+0049,LATIN CAPITAL LETTER W | LATIN CAPITAL LETTER I
BT,28,U+0042 U+0054,LATIN CAPITAL LETTER B | LATIN CAPITAL LETTER T
ာ+,28,U+102C U+002B,MYANMAR VOWEL SIGN AA | PLUS SIGN
ဲx,28,U+1032 U+0078,MYANMAR VOWEL SIGN AI | LATIN SMALL LETTER X
=(,28,U+003D U+0028,EQUALS SIGN | LEFT PARENTHESIS
o/,28,U+006F U+002F,LATIN SMALL LETTER O | SOLIDUS
อด,28,U+0E2D U+0E14,THAI CHARACTER O ANG | THAI CHARACTER DO DEK
Qi,28,U+0051 U+0069,LATIN CAPITAL LETTER Q | LATIN SMALL LETTER I
ေၠ,28,U+1031 U+1060,MYANMAR VOWEL SIGN E | MYANMAR CONSONANT SIGN MON MEDIAL LA
ာ|,28,U+102C U+007C,MYANMAR VOWEL SIGN AA | VERTICAL LINE
[ဇ,28,U+005B U+1007,LEFT SQUARE BRACKET | MYANMAR LETTER JA
[ဝ,28,U+005B U+101D,LEFT SQUARE BRACKET | MYANMAR LETTER WA
။',28,U+104B U+0027,MYANMAR SIGN SECTION | APOSTROPHE
°F,28,U+00B0 U+0046,DEGREE SIGN | LATIN CAPITAL LETTER F
9],28,U+0039 U+005D,DIGIT NINE | RIGHT SQUARE BRACKET
]၂,28,U+005D U+1042,RIGHT SQUARE BRACKET | MYANMAR DIGIT TWO
ัญ,28,U+0E31 U+0E0D,THAI CHARACTER MAI HAN-AKAT | THAI CHARACTER YO YING
ยน,28,U+0E22 U+0E19,THAI CHARACTER YO YAK | THAI CHARACTER NO NU
รเ,28,U+0E23 U+0E40,THAI CHARACTER RO RUA | THAI CHARACTER SARA E
สร,28,U+0E2A U+0E23,THAI CHARACTER SO SUA | THAI CHARACTER RO RUA
5°,28,U+0035 U+00B0,DIGIT FIVE | DEGREE SIGN
×1,28,U+00D7 U+0031,MULTIPLICATION SIGN | DIGIT ONE
;A,28,U+003B U+0041,SEMICOLON | LATIN CAPITAL LETTER A
-|,28,U+002D U+007C,HYPHEN-MINUS | VERTICAL LINE
ှ-,28,U+103E U+002D,MYANMAR CONSONANT SIGN MEDIAL HA | HYPHEN-MINUS
လ:,28,U+101C U+003A,MYANMAR LETTER LA | COLON
2J,28,U+0032 U+004A,DIGIT TWO | LATIN CAPITAL LETTER J
;H,28,U+003B U+0048,SEMICOLON | LATIN CAPITAL LETTER H
0N,28,U+0030 U+004E,DIGIT ZERO | LATIN CAPITAL LETTER N
ဩာ,28,U+1029 U+102C,MYANMAR LETTER O | MYANMAR VOWEL SIGN AA
;b,28,U+003B U+0062,SEMICOLON | LATIN SMALL LETTER B
a$,28,U+0061 U+0024,LATIN SMALL LETTER A | DOLLAR SIGN
Oi,28,U+004F U+0069,LATIN CAPITAL LETTER O | LATIN SMALL LETTER I
̪ɑ,28,U+032A U+0251,COMBINING BRIDGE BELOW | LATIN SMALL LETTER ALPHA
รู,28,U+0E23 U+0E39,THAI CHARACTER RO RUA | THAI CHARACTER SARA UU
းး,27,U+1038 U+1038,MYANMAR SIGN VISARGA | MYANMAR SIGN VISARGA
၊E,27,U+104A U+0045,MYANMAR SIGN LITTLE SECTION | LATIN CAPITAL LETTER E
ရ=,27,U+101B U+003D,MYANMAR LETTER RA | EQUALS SIGN
၁ဍ,27,U+1041 U+100D,MYANMAR DIGIT ONE | MYANMAR LETTER DDA
၅ဠ,27,U+1045 U+1020,MYANMAR DIGIT FIVE | MYANMAR LETTER LLA
ြၜ,27,U+103C U+105C,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR LETTER MON BBA
ยง,27,U+0E22 U+0E07,THAI CHARACTER YO YAK | THAI CHARACTER NGO NGU
l&,27,U+006C U+0026,LATIN SMALL LETTER L | AMPERSAND
+အ,27,U+002B U+1021,PLUS SIGN | MYANMAR LETTER A
ိM,27,U+102D U+004D,MYANMAR VOWEL SIGN I | LATIN CAPITAL LETTER M
ၟဍ,27,U+105F U+100D,MYANMAR CONSONANT SIGN MON MEDIAL MA | MYANMAR LETTER DDA
Pb,27,U+0050 U+0062,LATIN CAPITAL LETTER P | LATIN SMALL LETTER B
&c,27,U+0026 U+0063,AMPERSAND | LATIN SMALL LETTER C
}ဒ,27,U+007D U+1012,RIGHT CURLY BRACKET | MYANMAR LETTER DA
]ဌ,27,U+005D U+100C,RIGHT SQUARE BRACKET | MYANMAR LETTER TTHA
kK,27,U+006B U+004B,LATIN SMALL LETTER K | LATIN CAPITAL LETTER K
dZ,27,U+0064 U+005A,LATIN SMALL LETTER D | LATIN CAPITAL LETTER Z
e9,27,U+0065 U+0039,LATIN SMALL LETTER E | DIGIT NINE
၊။,27,U+104A U+104B,MYANMAR SIGN LITTLE SECTION | MYANMAR SIGN SECTION
mလ,27,U+006D U+101C,LATIN SMALL LETTER M | MYANMAR LETTER LA
ဂဖ,27,U+1002 U+1016,MYANMAR LETTER GA | MYANMAR LETTER PHA
Qa,27,U+0051 U+0061,LATIN CAPITAL LETTER Q | LATIN SMALL LETTER A
?ဝ,27,U+003F U+101D,QUESTION MARK | MYANMAR LETTER WA
ၜဟ,27,U+105C U+101F,MYANMAR LETTER MON BBA | MYANMAR LETTER HA
ဗ),27,U+1017 U+0029,MYANMAR LETTER BA | RIGHT PARENTHESIS
;I,27,U+003B U+0049,SEMICOLON | LATIN CAPITAL LETTER I
"ၠ,",27,U+1060 U+002C,MYANMAR CONSONANT SIGN MON MEDIAL LA | COMMA
g<,27,U+0067 U+003C,LATIN SMALL LETTER G | LESS-THAN SIGN
ိဩ,27,U+102D U+1029,MYANMAR VOWEL SIGN I | MYANMAR LETTER O
ှါ,27,U+103E U+102B,MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR VOWEL SIGN TALL AA
WO,27,U+0057 U+004F,LATIN CAPITAL LETTER W | LATIN CAPITAL LETTER O
YO,27,U+0059 U+004F,LATIN CAPITAL LETTER Y | LATIN CAPITAL LETTER O
ကM,27,U+1000 U+004D,MYANMAR LETTER KA | LATIN CAPITAL LETTER M
/၆,27,U+002F U+1046,SOLIDUS | MYANMAR DIGIT SIX
/၅,27,U+002F U+1045,SOLIDUS | MYANMAR DIGIT FIVE
၆ဘ,27,U+1046 U+1018,MYANMAR DIGIT SIX | MYANMAR LETTER BHA
၂ဟ,27,U+1042 U+101F,MYANMAR DIGIT TWO | MYANMAR LETTER HA
=ဖ,27,U+003D U+1016,EQUALS SIGN | MYANMAR LETTER PHA
ဃဂ,27,U+1003 U+1002,MYANMAR LETTER GHA | MYANMAR LETTER GA
ဃက,27,U+1003 U+1000,MYANMAR LETTER GHA | MYANMAR LETTER KA
%သ,27,U+0025 U+101E,PERCENT SIGN | MYANMAR LETTER SA
Pသ,27,U+0050 U+101E,LATIN CAPITAL LETTER P | MYANMAR LETTER SA
ၜ႘,27,U+105C U+1098,MYANMAR LETTER MON BBA | MYANMAR SHAN DIGIT EIGHT
ူဩ,27,U+1030 U+1029,MYANMAR VOWEL SIGN UU | MYANMAR LETTER O
??,27,U+003F U+003F,QUESTION MARK | QUESTION MARK
s၁,27,U+0073 U+1041,LATIN SMALL LETTER S | MYANMAR DIGIT ONE
ာF,27,U+102C U+0046,MYANMAR VOWEL SIGN AA | LATIN CAPITAL LETTER F
၇လ,27,U+1047 U+101C,MYANMAR DIGIT SEVEN | MYANMAR LETTER LA
HS,27,U+0048 U+0053,LATIN CAPITAL LETTER H | LATIN CAPITAL LETTER S
ယ့,27,U+101A U+1037,MYANMAR LETTER YA | MYANMAR SIGN DOT BELOW
ဒဌ,27,U+1012 U+100C,MYANMAR LETTER DA | MYANMAR LETTER TTHA
2M,27,U+0032 U+004D,DIGIT TWO | LATIN CAPITAL LETTER M
ိး,27,U+102D U+1038,MYANMAR VOWEL SIGN I | MYANMAR SIGN VISARGA
ယ၁,27,U+101A U+1041,MYANMAR LETTER YA | MYANMAR DIGIT ONE
UF,27,U+0055 U+0046,LATIN CAPITAL LETTER U | LATIN CAPITAL LETTER F
၏စ,27,U+104F U+1005,MYANMAR SYMBOL GENITIVE | MYANMAR LETTER CA
ဴ/,27,U+1034 U+002F,MYANMAR VOWEL SIGN MON O | SOLIDUS
ုZ,27,U+102F U+005A,MYANMAR VOWEL SIGN U | LATIN CAPITAL LETTER Z
IX,27,U+0049 U+0058,LATIN CAPITAL LETTER I | LATIN CAPITAL LETTER X
2O,27,U+0032 U+004F,DIGIT TWO | LATIN CAPITAL LETTER O
/k,27,U+002F U+006B,SOLIDUS | LATIN SMALL LETTER K
;o,27,U+003B U+006F,SEMICOLON | LATIN SMALL LETTER O
&H,27,U+0026 U+0048,AMPERSAND | LATIN CAPITAL LETTER H
4],27,U+0034 U+005D,DIGIT FOUR | RIGHT SQUARE BRACKET
g1,27,U+0067 U+0031,LATIN SMALL LETTER G | DIGIT ONE
"v,",27,U+0076 U+002C,LATIN SMALL LETTER V | COMMA
rø,27,U+0072 U+00F8,LATIN SMALL LETTER R | LATIN SMALL LETTER O WITH STROKE
း$,27,U+1038 U+0024,MYANMAR SIGN VISARGA | DOLLAR SIGN
"လ""",27,U+101C U+0022,MYANMAR LETTER LA | QUOTATION MARK
ေ:,27,U+1031 U+003A,MYANMAR VOWEL SIGN E | COLON
3],27,U+0033 U+005D,DIGIT THREE | RIGHT SQUARE BRACKET
งจ,27,U+0E07 U+0E08,THAI CHARACTER NGO NGU | THAI CHARACTER CHO CHAN
ิเ,27,U+0E34 U+0E40,THAI CHARACTER SARA I | THAI CHARACTER SARA E
เซ,27,U+0E40 U+0E0B,THAI CHARACTER SARA E | THAI CHARACTER SO SO
ปี,27,U+0E1B U+0E35,THAI CHARACTER PO PLA | THAI CHARACTER SARA II
ย์,27,U+0E22 U+0E4C,THAI CHARACTER YO YAK | THAI CHARACTER THANTHAKHAT
ลก,27,U+0E25 U+0E01,THAI CHARACTER LO LING | THAI CHARACTER KO KAI
กก,27,U+0E01 U+0E01,THAI CHARACTER KO KAI | THAI CHARACTER KO KAI
้ท,27,U+0E49 U+0E17,THAI CHARACTER MAI THO | THAI CHARACTER THO THAHAN
ก้,27,U+0E01 U+0E49,THAI CHARACTER KO KAI | THAI CHARACTER MAI THO
ุท,27,U+0E38 U+0E17,THAI CHARACTER SARA U | THAI CHARACTER THO THAHAN
โด,27,U+0E42 U+0E14,THAI CHARACTER SARA O | THAI CHARACTER DO DEK
၅a,27,U+1045 U+0061,MYANMAR DIGIT FIVE | LATIN SMALL LETTER A
[{,27,U+005B U+007B,LEFT SQUARE BRACKET | LEFT CURLY BRACKET
qi,27,U+0071 U+0069,LATIN SMALL LETTER Q | LATIN SMALL LETTER I
ဋတ,27,U+100B U+1010,MYANMAR LETTER TTA | MYANMAR LETTER TA
ဩဴ,27,U+1029 U+1034,MYANMAR LETTER O | MYANMAR VOWEL SIGN MON O
hJ,27,U+0068 U+004A,LATIN SMALL LETTER H | LATIN CAPITAL LETTER J
}ဟ,27,U+007D U+101F,RIGHT CURLY BRACKET | MYANMAR LETTER HA
ən,27,U+0259 U+006E,LATIN SMALL LETTER SCHWA | LATIN SMALL LETTER N
ယ=,27,U+101A U+003D,MYANMAR LETTER YA | EQUALS SIGN
လဉ,27,U+101C U+1009,MYANMAR LETTER LA | MYANMAR LETTER NYA
=|,27,U+003D U+007C,EQUALS SIGN | VERTICAL LINE
§3,27,U+00A7 U+0033,SECTION SIGN | DIGIT THREE
ဇၠ,26,U+1007 U+1060,MYANMAR LETTER JA | MYANMAR CONSONANT SIGN MON MEDIAL LA
"သ,",26,U+101E U+002C,MYANMAR LETTER SA | COMMA
ိ၅,26,U+102D U+1045,MYANMAR VOWEL SIGN I | MYANMAR DIGIT FIVE
"သ""",26,U+101E U+0022,MYANMAR LETTER SA | QUOTATION MARK
ငေ,26,U+1004 U+1031,MYANMAR LETTER NGA | MYANMAR VOWEL SIGN E
(เ,26,U+0028 U+0E40,LEFT PARENTHESIS | THAI CHARACTER SARA E
BM,26,U+0042 U+004D,LATIN CAPITAL LETTER B | LATIN CAPITAL LETTER M
ဳ3,26,U+1033 U+0033,MYANMAR VOWEL SIGN MON II | DIGIT THREE
s’,26,U+0073 U+2019,LATIN SMALL LETTER S | RIGHT SINGLE QUOTATION MARK
}n,26,U+007D U+006E,RIGHT CURLY BRACKET | LATIN SMALL LETTER N
!ဟ,26,U+0021 U+101F,EXCLAMATION MARK | MYANMAR LETTER HA
nဗ,26,U+006E U+1017,LATIN SMALL LETTER N | MYANMAR LETTER BA
ုa,26,U+102F U+0061,MYANMAR VOWEL SIGN U | LATIN SMALL LETTER A
ထၠ,26,U+1011 U+1060,MYANMAR LETTER THA | MYANMAR CONSONANT SIGN MON MEDIAL LA
1လ,26,U+0031 U+101C,DIGIT ONE | MYANMAR LETTER LA
ဵဒ,26,U+1035 U+1012,MYANMAR VOWEL SIGN E ABOVE | MYANMAR LETTER DA
wမ,26,U+0077 U+1019,LATIN SMALL LETTER W | MYANMAR LETTER MA
.Q,26,U+002E U+0051,FULL STOP | LATIN CAPITAL LETTER Q
Um,26,U+0055 U+006D,LATIN CAPITAL LETTER U | LATIN SMALL LETTER M
m;,26,U+006D U+003B,LATIN SMALL LETTER M | SEMICOLON
ု္,26,U+102F U+1039,MYANMAR VOWEL SIGN U | MYANMAR SIGN VIRAMA
t=,26,U+0074 U+003D,LATIN SMALL LETTER T | EQUALS SIGN
อญ,26,U+0E2D U+0E0D,THAI CHARACTER O ANG | THAI CHARACTER YO YING
သဨ,26,U+101E U+1028,MYANMAR LETTER SA | MYANMAR LETTER MON E
%[,26,U+0025 U+005B,PERCENT SIGN | LEFT SQUARE BRACKET
9ဏ,26,U+0039 U+100F,DIGIT NINE | MYANMAR LETTER NNA
4J,26,U+0034 U+004A,DIGIT FOUR | LATIN CAPITAL LETTER J
Dန,26,U+0044 U+1014,LATIN CAPITAL LETTER D | MYANMAR LETTER NA
aဟ,26,U+0061 U+101F,LATIN SMALL LETTER A | MYANMAR LETTER HA
2N,26,U+0032 U+004E,DIGIT TWO | LATIN CAPITAL LETTER N
္၊,26,U+1039 U+104A,MYANMAR SIGN VIRAMA | MYANMAR SIGN LITTLE SECTION
Dအ,26,U+0044 U+1021,LATIN CAPITAL LETTER D | MYANMAR LETTER A
းF,26,U+1038 U+0046,MYANMAR SIGN VISARGA | LATIN CAPITAL LETTER F
Cဒ,26,U+0043 U+1012,LATIN CAPITAL LETTER C | MYANMAR LETTER DA
S$,26,U+0053 U+0024,LATIN CAPITAL LETTER S | DOLLAR SIGN
Tန,26,U+0054 U+1014,LATIN CAPITAL LETTER T | MYANMAR LETTER NA
်႔,26,U+103A U+1094,MYANMAR SIGN ASAT | MYANMAR SHAN DIGIT FOUR
JI,26,U+004A U+0049,LATIN CAPITAL LETTER J | LATIN CAPITAL LETTER I
နၞ,26,U+1014 U+105E,MYANMAR LETTER NA | MYANMAR CONSONANT SIGN MON MEDIAL NA
ဠဗ,26,U+1020 U+1017,MYANMAR LETTER LLA | MYANMAR LETTER BA
၄ဍ,26,U+1044 U+100D,MYANMAR DIGIT FOUR | MYANMAR LETTER DDA
kA,26,U+006B U+0041,LATIN SMALL LETTER K | LATIN CAPITAL LETTER A
တဃ,26,U+1010 U+1003,MYANMAR LETTER TA | MYANMAR LETTER GHA
Fမ,26,U+0046 U+1019,LATIN CAPITAL LETTER F | MYANMAR LETTER MA
၆း,26,U+1046 U+1038,MYANMAR DIGIT SIX | MYANMAR SIGN VISARGA
၄း,26,U+1044 U+1038,MYANMAR DIGIT FOUR | MYANMAR SIGN VISARGA
ဿ်,26,U+103F U+103A,MYANMAR LETTER GREAT SA | MYANMAR SIGN ASAT
Cဝ,26,U+0043 U+101D,LATIN CAPITAL LETTER C | MYANMAR LETTER WA
၇ဖ,26,U+1047 U+1016,MYANMAR DIGIT SEVEN | MYANMAR LETTER PHA
+တ,26,U+002B U+1010,PLUS SIGN | MYANMAR LETTER TA
Lw,26,U+004C U+0077,LATIN CAPITAL LETTER L | LATIN SMALL LETTER W
LM,26,U+004C U+004D,LATIN CAPITAL LETTER L | LATIN CAPITAL LETTER M
၊',26,U+104A U+0027,MYANMAR SIGN LITTLE SECTION | APOSTROPHE
၅ဖ,26,U+1045 U+1016,MYANMAR DIGIT FIVE | MYANMAR LETTER PHA
ZP,26,U+005A U+0050,LATIN CAPITAL LETTER Z | LATIN CAPITAL LETTER P
ီ:,26,U+102E U+003A,MYANMAR VOWEL SIGN II | COLON
wO,26,U+0077 U+004F,LATIN SMALL LETTER W | LATIN CAPITAL LETTER O
&W,26,U+0026 U+0057,AMPERSAND | LATIN CAPITAL LETTER W
%အ,26,U+0025 U+1021,PERCENT SIGN | MYANMAR LETTER A
n_,26,U+006E U+005F,LATIN SMALL LETTER N | LOW LINE
=ယ,26,U+003D U+101A,EQUALS SIGN | MYANMAR LETTER YA
နဣ,26,U+1014 U+1023,MYANMAR LETTER NA | MYANMAR LETTER I
=0,26,U+003D U+0030,EQUALS SIGN | DIGIT ZERO
a3,26,U+0061 U+0033,LATIN SMALL LETTER A | DIGIT THREE
สำ,26,U+0E2A U+0E33,THAI CHARACTER SO SUA | THAI CHARACTER SARA AM
คล,26,U+0E04 U+0E25,THAI CHARACTER KHO KHWAI | THAI CHARACTER LO LING
6S,26,U+0036 U+0053,DIGIT SIX | LATIN CAPITAL LETTER S
y3,26,U+0079 U+0033,LATIN SMALL LETTER Y | DIGIT THREE
8m,26,U+0038 U+006D,DIGIT EIGHT | LATIN SMALL LETTER M
eZ,26,U+0065 U+005A,LATIN SMALL LETTER E | LATIN CAPITAL LETTER Z
ါ:,26,U+102B U+003A,MYANMAR VOWEL SIGN TALL AA | COLON
cU,26,U+0063 U+0055,LATIN SMALL LETTER C | LATIN CAPITAL LETTER U
၃a,26,U+1043 U+0061,MYANMAR DIGIT THREE | LATIN SMALL LETTER A
ร่,26,U+0E23 U+0E48,THAI CHARACTER RO RUA | THAI CHARACTER MAI EK
กส,26,U+0E01 U+0E2A,THAI CHARACTER KO KAI | THAI CHARACTER SO SUA
ะพ,26,U+0E30 U+0E1E,THAI CHARACTER SARA A | THAI CHARACTER PHO PHAN
กอ,26,U+0E01 U+0E2D,THAI CHARACTER KO KAI | THAI CHARACTER O ANG
าณ,26,U+0E32 U+0E13,THAI CHARACTER SARA AA | THAI CHARACTER NO NEN
าอ,26,U+0E32 U+0E2D,THAI CHARACTER SARA AA | THAI CHARACTER O ANG
ดย,26,U+0E14 U+0E22,THAI CHARACTER DO DEK | THAI CHARACTER YO YAK
s=,26,U+0073 U+003D,LATIN SMALL LETTER S | EQUALS SIGN
:7,26,U+003A U+0037,COLON | DIGIT SEVEN
"""၁",26,U+0022 U+1041,QUOTATION MARK | MYANMAR DIGIT ONE
6F,26,U+0036 U+0046,DIGIT SIX | LATIN CAPITAL LETTER F
:Z,26,U+003A U+005A,COLON | LATIN CAPITAL LETTER Z
$H,26,U+0024 U+0048,DOLLAR SIGN | LATIN CAPITAL LETTER H
H_,26,U+0048 U+005F,LATIN CAPITAL LETTER H | LOW LINE
၍မ,26,U+104D U+1019,MYANMAR SYMBOL COMPLETED | MYANMAR LETTER MA
၍အ,26,U+104D U+1021,MYANMAR SYMBOL COMPLETED | MYANMAR LETTER A
6M,26,U+0036 U+004D,DIGIT SIX | LATIN CAPITAL LETTER M
ဲ،,26,U+1032 U+060C,MYANMAR VOWEL SIGN AI | ARABIC COMMA
ဏ-,26,U+100F U+002D,MYANMAR LETTER NNA | HYPHEN-MINUS
āk,26,U+0101 U+006B,LATIN SMALL LETTER A WITH MACRON | LATIN SMALL LETTER K
əs,26,U+0259 U+0073,LATIN SMALL LETTER SCHWA | LATIN SMALL LETTER S
ံ],26,U+1036 U+005D,MYANMAR SIGN ANUSVARA | RIGHT SQUARE BRACKET
}င,26,U+007D U+1004,RIGHT CURLY BRACKET | MYANMAR LETTER NGA
ဥဏ,26,U+1025 U+100F,MYANMAR LETTER U | MYANMAR LETTER NNA
[r,26,U+005B U+0072,LEFT SQUARE BRACKET | LATIN SMALL LETTER R
9M,25,U+0039 U+004D,DIGIT NINE | LATIN CAPITAL LETTER M
KT,25,U+004B U+0054,LATIN CAPITAL LETTER K | LATIN CAPITAL LETTER T
0က,25,U+0030 U+1000,DIGIT ZERO | MYANMAR LETTER KA
gလ,25,U+0067 U+101C,LATIN SMALL LETTER G | MYANMAR LETTER LA
xL,25,U+0078 U+004C,LATIN SMALL LETTER X | LATIN CAPITAL LETTER L
dz,25,U+0064 U+007A,LATIN SMALL LETTER D | LATIN SMALL LETTER Z
ူf,25,U+1030 U+0066,MYANMAR VOWEL SIGN UU | LATIN SMALL LETTER F
vl,25,U+0076 U+006C,LATIN SMALL LETTER V | LATIN SMALL LETTER L
